comment,replies,date,user_name,cleaned_comment,sentiment
😮Капец тут половину каментов залайканы и плюс тут есть легенды и участники которые играли с этими легендами самое популярное Видио,[],2024-12-05T10:20:03Z,@Anya-e8e,Капец тут половину каментов залайканы и плюс тут есть легенды и участники которые играли с этими легендами самое популярное Видио,"[{'label': 'neutral', 'score': 0.9978273510932922}]"
were costco guys,[],2024-12-05T10:19:08Z,@Musti1316,were costco guys,"[{'label': 'admiration', 'score': 0.6846882700920105}]"
"What a moment. Brady's on the field, and the crowd's rushing to lift the high school hero. Lifepeak for that kid.",[],2024-12-05T10:17:57Z,@imtotallyseriously,What a moment Bradys on the field and the crowds rushing to lift the high school hero Lifepeak for that kid,"[{'label': 'surprise', 'score': 0.8473781943321228}]"
wow,[],2024-12-05T10:17:32Z,@EastMM-t3q,wow,"[{'label': 'excitement', 'score': 0.999911904335022}]"
Nice video ❤❤❤❤❤,[],2024-12-05T10:17:22Z,@pollob2.09-wh3xm,Nice video,"[{'label': 'admiration', 'score': 0.9998561143875122}]"
Incroyable c'est dingue .À chaque j'aime sur ce commentaires je reviendrai voirs cette vidéos.Mister Beast   for Rêver.,[],2024-12-05T10:16:18Z,@Feutalinker.worlds,Incroyable cest dingue À chaque jaime sur ce commentaires je reviendrai voirs cette vidéosMister Beast for Rêver,"[{'label': 'worry', 'score': 0.965792715549469}]"
Thx for 1sub,[],2024-12-05T10:14:05Z,@kingxshorts-1o,Thx for 1sub,"[{'label': 'neutral', 'score': 0.9668001532554626}]"
"Can I play a game, @Mr.Beast ??
If I can. please give me a chance 
I Am from INDIA",[],2024-12-05T10:13:20Z,@shaileshpratapsingh1670,Can I play a game MrBeast If I can please give me a chance I Am from INDIA,"[{'label': 'neutral', 'score': 0.9999672174453735}]"
Jimmy's phone fell when he threw the 2nd ball on 15:09,[],2024-12-05T10:12:28Z,@nerzo77,Jimmys phone fell when he threw the 2nd ball on 1509,"[{'label': 'neutral', 'score': 0.9928673505783081}]"
Hello mr blast,[],2024-12-05T10:12:25Z,@DevUk07Dehradun,Hello mr blast,"[{'label': 'neutral', 'score': 0.9708958268165588}]"
"Can Nigerian participate too @mrbeast 
I want to participate so bad 😢😢",[],2024-12-05T10:12:23Z,@abdulraheemabdulquadri6037,Can Nigerian participate too mrbeast I want to participate so bad,"[{'label': 'neutral', 'score': 0.8786826729774475}]"
ไม่อยากจะเชื่อบ้าไปแล้วกดติดตามแล้วอย่าลืมกดไลค์,[],2024-12-05T10:11:42Z,@สมศรีตาสาย,ไมอยากจะเชอบาไปแลวกดตดตามแลวอยาลมกดไลค,"[{'label': 'neutral', 'score': 0.9972764849662781}]"
Just what,[],2024-12-05T10:10:57Z,@HARSHAGRAWAL2306,Just what,"[{'label': 'curiosity', 'score': 0.9965613484382629}]"
าววววววววววววววววววววววววววววววววววววววว,[],2024-12-05T10:10:47Z,@สมศรีตาสาย,าววววววววววววววววววววววววววววววววววววววว,"[{'label': 'disapproval', 'score': 0.9360079169273376}]"
Ok🎉,[],2024-12-05T10:09:34Z,@bernardtants,Ok,"[{'label': 'neutral', 'score': 0.9191978573799133}]"
siuuuuuuuuuuuuuuuuuuuuuuuuuuu,[],2024-12-05T10:08:21Z,@NhatTanNguyen-si2nc,siuuuuuuuuuuuuuuuuuuuuuuuuuuu,"[{'label': 'amusement', 'score': 0.6150947213172913}]"
Bro CR7 can easily hit the ball to target but he helped his fan😍,[],2024-12-05T10:07:46Z,@mahadi92828,Bro CR7 can easily hit the ball to target but he helped his fan,"[{'label': 'neutral', 'score': 0.9996768236160278}]"
110m In just 4 days😮,[],2024-12-05T10:07:28Z,@mixvideos188,110m In just 4 days,"[{'label': 'relief', 'score': 0.6410852670669556}]"
NOW U BECAME MORE RICHER,[],2024-12-05T10:07:17Z,@PeakpotentialUSA,NOW U BECAME MORE RICHER,"[{'label': 'neutral', 'score': 0.9974203109741211}]"
Wait why is THIS in Hindi?,[],2024-12-05T10:06:28Z,@a_m_a__i194,Wait why is THIS in Hindi,"[{'label': 'curiosity', 'score': 0.820275068283081}]"
I Love,[],2024-12-05T10:04:46Z,@mariacandidagrizolio1500,I Love,"[{'label': 'love', 'score': 0.999776303768158}]"
Cant get feasrables i am in kenya 😢 pls send to kenya,[],2024-12-05T10:04:44Z,@anthonynzau9260,Cant get feasrables i am in kenya pls send to kenya,"[{'label': 'neutral', 'score': 0.3427674472332001}]"
😅 Je veux venir moi aussi tu veux venir tu peux m’inviter ton énorme spectacle😊😊😊😊😅😅😅😅😅😅  Idan speak English,[],2024-12-05T10:04:44Z,@DanaAbbas-sg1dg,Je veux venir moi aussi tu veux venir tu peux minviter ton énorme spectacle Idan speak English,"[{'label': 'neutral', 'score': 0.8116679191589355}]"
👍👍👍❤️❤️❤️🤝🇰🇬🇰🇬🇰🇬🇰🇬🇰🇬,[],2024-12-05T10:04:40Z,@Aybolot,,"[{'label': 'Neutral', 'score': 1.0}]"
Постановка с роналду. Там было видно,[],2024-12-05T10:04:31Z,@tamir-p1t,Постановка с роналду Там было видно,"[{'label': 'neutral', 'score': 0.99687659740448}]"
Ok,[],2024-12-05T10:04:18Z,@aneltokisheva1982,Ok,"[{'label': 'neutral', 'score': 0.9191978573799133}]"
Best football player is Messi 100 %,[],2024-12-05T10:03:51Z,@kidslearningvideos7270,Best football player is Messi 100,"[{'label': 'neutral', 'score': 0.8843663930892944}]"
মিস্টার বিন,[],2024-12-05T10:03:31Z,@mynameisRohan-z8z,মসটর বন,"[{'label': 'neutral', 'score': 0.9995899796485901}]"
6:29/6:30 “lets go get ‘em Big kid” had me dyyyyyiiinnngggg😂😂😂😂😂,[],2024-12-05T10:03:30Z,@gurkanakinci9998,629630 lets go get em Big kid had me dyyyyyiiinnngggg,"[{'label': 'neutral', 'score': 0.9275509119033813}]"
This is so much fun 😂,[],2024-12-05T10:03:20Z,@FCrafted,This is so much fun,"[{'label': 'amusement', 'score': 0.9859259724617004}]"
😮,[],2024-12-05T10:03:07Z,@mynameisRohan-z8z,,"[{'label': 'Neutral', 'score': 1.0}]"
This crazy respect!!!!!!!!!,[],2024-12-05T10:02:45Z,@JaneGachara-vb7mc,This crazy respect,"[{'label': 'neutral', 'score': 0.7977203726768494}]"
WHO HERE ONLY FOR RONALDO 👇🏻🗿,[],2024-12-05T10:02:39Z,@GoogleAdhhf,WHO HERE ONLY FOR RONALDO,"[{'label': 'love', 'score': 0.8259854912757874}]"
"Big Justice had the greatest intro. Brother went ""boooooooooooooooooooooooom"" :D Love it.",[],2024-12-05T10:02:10Z,@jahiko1655,Big Justice had the greatest intro Brother went boooooooooooooooooooooooom D Love it,"[{'label': 'neutral', 'score': 0.9914577603340149}]"
❤❤,[],2024-12-05T10:00:29Z,@asadshah8813,,"[{'label': 'Neutral', 'score': 1.0}]"
Selamlar. Türkiyeden FEASTABLES ulaşmaya çalışıyorum. HELP!!!,[],2024-12-05T09:59:33Z,@Cnk-k4m,Selamlar Türkiyeden FEASTABLES ulaşmaya çalışıyorum HELP,"[{'label': 'worry', 'score': 0.5326862931251526}]"
"Очень крутой, захватывающий выпуск! 
Молодец Мр. Бист ❤️",[],2024-12-05T09:59:06Z,@videoaleshin1866,Очень крутой захватывающий выпуск Молодец Мр Бист,"[{'label': 'neutral', 'score': 0.996429979801178}]"
This some good content,[],2024-12-05T09:58:45Z,@derrickmuga3359,This some good content,"[{'label': 'admiration', 'score': 0.9946860074996948}]"
Yes Cristiano Ronaldo and massi,[],2024-12-05T09:58:03Z,@Matlde,Yes Cristiano Ronaldo and massi,"[{'label': 'neutral', 'score': 0.9987732768058777}]"
hitting a siuu in front of ronaldo is kinda a flex,[],2024-12-05T09:58:00Z,@nasr-rsln,hitting a siuu in front of ronaldo is kinda a flex,"[{'label': 'neutral', 'score': 0.695155143737793}]"
Ronaldo did not care about that money,[],2024-12-05T09:57:39Z,@Rizian.9,Ronaldo did not care about that money,"[{'label': 'neutral', 'score': 0.9995887875556946}]"
Big justice is nice guy,[],2024-12-05T09:56:27Z,@adolfhitler5400,Big justice is nice guy,"[{'label': 'admiration', 'score': 0.9999774694442749}]"
Where is messi😂,[],2024-12-05T09:56:18Z,@SutanIslam-nl8kl,Where is messi,"[{'label': 'curiosity', 'score': 0.45186612010002136}]"
"Ronaldo,,,, love from Bangladesh 🇧🇩☺️",[],2024-12-05T09:55:25Z,@Newscurrent953,Ronaldo love from Bangladesh,"[{'label': 'love', 'score': 0.9998047947883606}]"
Messi Vs Ronaldo=🐐🗿,[],2024-12-05T09:54:51Z,@Technical.Master.jiiiii,Messi Vs Ronaldo,"[{'label': 'neutral', 'score': 0.9999289512634277}]"
"Кто тоже зашёл что бы посмотреть на Роналду
👇Вам сюда",[],2024-12-05T09:52:50Z,@_2ChEnAzEs2_,Кто тоже зашёл что бы посмотреть на Роналду Вам сюда,"[{'label': 'neutral', 'score': 0.9976110458374023}]"
Ronaldo were going ez on him,[],2024-12-05T09:52:38Z,@LOLKID-cm2xg,Ronaldo were going ez on him,"[{'label': 'sadness', 'score': 0.45346248149871826}]"
marked 🤙🏻💥,[],2024-12-05T09:50:43Z,@vscreative2692,marked,"[{'label': 'neutral', 'score': 0.9919598698616028}]"
"Bro how much money does this guy have? And more importantly, how much money does he make from these videos to justify so much spending? I’m guessing he’s making a lot more than he’s spending.",[],2024-12-05T09:49:20Z,@ivanivanovichrasputin3098,Bro how much money does this guy have And more importantly how much money does he make from these videos to justify so much spending Im guessing hes making a lot more than hes spending,"[{'label': 'neutral', 'score': 0.9983847141265869}]"
come to ethiopa plese,[],2024-12-05T09:48:36Z,@HANANIAHTESFAYETADELE,come to ethiopa plese,"[{'label': 'empty', 'score': 0.999751627445221}]"
BEAST GAME?!??!!! NOW THAT TIME HE IS GOING DARK HERO MODE,[],2024-12-05T09:48:21Z,@sticky5258,BEAST GAME NOW THAT TIME HE IS GOING DARK HERO MODE,"[{'label': 'neutral', 'score': 0.9999703168869019}]"
Love you mr beast❤️❤️,[],2024-12-05T09:45:42Z,@MdShahibur-f1i,Love you mr beast,"[{'label': 'love', 'score': 0.9998168349266052}]"
The track star was super funny lmao,[],2024-12-05T09:45:03Z,@sticky5258,The track star was super funny lmao,"[{'label': 'amusement', 'score': 0.9578987956047058}]"
I'm Henry from kenya,[],2024-12-05T09:44:52Z,@MaryWanjiku-b4f,Im Henry from kenya,"[{'label': 'neutral', 'score': 0.5429591536521912}]"
I love you Cristiano Ronaldo 🥺💖🥰,[],2024-12-05T09:44:36Z,@SohanSk-wi5uj,I love you Cristiano Ronaldo,"[{'label': 'love', 'score': 0.9998520612716675}]"
i want my cookie 😊,[],2024-12-05T09:42:59Z,@paulpulngco3386,i want my cookie,"[{'label': 'neutral', 'score': 0.9997314810752869}]"
🇹🇭🇹🇭🇹🇭❤❤❤,[],2024-12-05T09:42:28Z,@อดิศักดิ์-ฎ1ษ,,"[{'label': 'Neutral', 'score': 1.0}]"
حتى على اليوتيوب يا رونالدو .. سئ,[],2024-12-05T09:42:17Z,@HeisenbergGGOv,حتى على اليوتيوب يا رونالدو سئ,"[{'label': 'neutral', 'score': 0.999679446220398}]"
Love you  mr beast,[],2024-12-05T09:42:06Z,@malihanodi1511,Love you mr beast,"[{'label': 'love', 'score': 0.9998168349266052}]"
You missed a Cricketer,"[{'username': '@Planetinfo-c8x', 'comment': 'Who?', 'date': '2024-12-05T09:41:52Z'}, {'username': '@its_hardik_fan33', 'comment': '\u200b@@Planetinfo-c8xKing Kohli 🗿', 'date': '2024-12-05T09:41:52Z'}, {'username': '@aaruthpratapsingh2856', 'comment': 'Virat Kolhi?😅😅', 'date': '2024-12-05T09:41:52Z'}]",2024-12-05T09:41:52Z,@mihirpandya2839,You missed a Cricketer,"[{'label': 'neutral', 'score': 0.9993149042129517}]"
We’re is rizler,[],2024-12-05T09:41:46Z,@MontyWright-dk1rl,Were is rizler,"[{'label': 'neutral', 'score': 0.9586431384086609}]"
Me beast I'm a kid I have a challenge,[],2024-12-05T09:41:40Z,@MaryWanjiku-b4f,Me beast Im a kid I have a challenge,"[{'label': 'worry', 'score': 0.941298246383667}]"
اني مشترك من طرف رونالدو بطل عالم ❤❤,[],2024-12-05T09:41:39Z,@عليمحمد-ض8غ3م,اني مشترك من طرف رونالدو بطل عالم,"[{'label': 'neutral', 'score': 0.9998083710670471}]"
We’re is rizler,[],2024-12-05T09:41:21Z,@MontyWright-dk1rl,Were is rizler,"[{'label': 'neutral', 'score': 0.9586431384086609}]"
Palillnbelg,[],2024-12-05T09:41:09Z,@Lss50713,Palillnbelg,"[{'label': 'empty', 'score': 0.8027242422103882}]"
วันเกิดผม🎉,[],2024-12-05T09:41:08Z,@PAKPUM1912,วนเกดผม,"[{'label': 'neutral', 'score': 0.9972764849662781}]"
🤩👍🏻👍🏻like mrbeast,[],2024-12-05T09:41:03Z,@AlghifariBudiyanto,like mrbeast,"[{'label': 'neutral', 'score': 0.9998049139976501}]"
Nice 🎉🎉🎉🎉🎉,[],2024-12-05T09:41:01Z,@SurajSharesVlogs,Nice,"[{'label': 'admiration', 'score': 0.9999700784683228}]"
"100 million views in just 4 days! This is Crazy😳
GOAT effect!",[],2024-12-05T09:40:11Z,@jewelsiddique7655,100 million views in just 4 days This is Crazy GOAT effect,"[{'label': 'neutral', 'score': 0.8661043047904968}]"
🎉🎉🎉🎉🎉,[],2024-12-05T09:39:41Z,@tswa220,,"[{'label': 'Neutral', 'score': 1.0}]"
The beast 🎉,[],2024-12-05T09:39:27Z,@MarcelyBaruchlegrand,The beast,"[{'label': 'neutral', 'score': 0.9886942505836487}]"
5:06 Jonna is so sad 😢,[],2024-12-05T09:38:38Z,@Sxotyesy,506 Jonna is so sad,"[{'label': 'sadness', 'score': 0.9870029091835022}]"
Ronaldoooo suiiiiii❤❤,[],2024-12-05T09:38:27Z,@ramoos9969,Ronaldoooo suiiiiii,"[{'label': 'happiness', 'score': 0.7660409212112427}]"
❤❤,[],2024-12-05T09:38:16Z,@arallfamily,,"[{'label': 'Neutral', 'score': 1.0}]"
"Pls I'm from Indonesia and I want to join the beast game. Pls give me the shrimp, I'll give the money to my parents. ❤❤",[],2024-12-05T09:38:11Z,@AswinTumangger,Pls Im from Indonesia and I want to join the beast game Pls give me the shrimp Ill give the money to my parents,"[{'label': 'neutral', 'score': 0.6126253604888916}]"
"@MrBeast 
Just wanted to say i tryed the feastables chocolate bars there awesome 😅
Just wanted to let you know they made it all the way to canada nova Scotia Walmart 😂",[],2024-12-05T09:37:43Z,@TheSniper10121,MrBeast Just wanted to say i tryed the feastables chocolate bars there awesome Just wanted to let you know they made it all the way to canada nova Scotia Walmart,"[{'label': 'love', 'score': 0.9948933124542236}]"
โรนัลโด้,[],2024-12-05T09:37:40Z,@ทิพย์-ข5ย,โรนลโด,"[{'label': 'neutral', 'score': 0.9972764849662781}]"
speed can become a best race player.,[],2024-12-05T09:37:16Z,@ranashahzaib-c6i,speed can become a best race player,"[{'label': 'approval', 'score': 0.9997445940971375}]"
"игры от мистера биста, что то интересное",[],2024-12-05T09:37:02Z,@smetanka9786,игры от мистера биста что то интересное,"[{'label': 'neutral', 'score': 0.9994949102401733}]"
Роналдо спортсменка лучше и как человек он лучше тебя уважаю Роналдооо,[],2024-12-05T09:35:46Z,@ДилшодЯкубов-ц8х,Роналдо спортсменка лучше и как человек он лучше тебя уважаю Роналдооо,"[{'label': 'neutral', 'score': 0.9859296679496765}]"
Messi is better then,[],2024-12-05T09:34:07Z,@MichielHaandrikman,Messi is better then,"[{'label': 'neutral', 'score': 0.9960796236991882}]"
Im  from nepal ❤🇳🇵,[],2024-12-05T09:34:06Z,@yrk5544,Im from nepal,"[{'label': 'neutral', 'score': 0.9947298765182495}]"
World best collab .Cr7 and beast 💀🗿,[],2024-12-05T09:33:53Z,@Mr.Musharob,World best collab Cr7 and beast,"[{'label': 'admiration', 'score': 0.9867725968360901}]"
Im grom nepal 🇳🇵❤,[],2024-12-05T09:33:24Z,@yrk5544,Im grom nepal,"[{'label': 'worry', 'score': 0.45858266949653625}]"
Je ne pense pas Ronaldo tu es vraiment gentille tu l'a laissé gagner stp invite moi le19 depuis la côte d'ivoire ❤🎉,[],2024-12-05T09:33:10Z,@DrissaDiallo-c9x,Je ne pense pas Ronaldo tu es vraiment gentille tu la laissé gagner stp invite moi le19 depuis la côte divoire,"[{'label': 'neutral', 'score': 0.8315158486366272}]"
wow,[],2024-12-05T09:32:32Z,@nhungnhung-g5f,wow,"[{'label': 'excitement', 'score': 0.999911904335022}]"
Speed within be a professional is almost speed than The professional.,[],2024-12-05T09:32:11Z,@futbolero628,Speed within be a professional is almost speed than The professional,"[{'label': 'approval', 'score': 0.792055606842041}]"
The Hug from Ronaldo>>> 1 billion❤,[],2024-12-05T09:30:46Z,@vaisakhraj6241,The Hug from Ronaldo 1 billion,"[{'label': 'love', 'score': 0.997593104839325}]"
"iam,very,happy😂❤😂❤❤",[],2024-12-05T09:29:00Z,@SumonMia-hf4in,iamveryhappy,"[{'label': 'neutral', 'score': 0.9072284698486328}]"
"It’s like y’all are forgetting about the great one.. Wayne Gretzky 
Even though he’s quite old now you could bring the current generation being Connor mcdavid????",[],2024-12-05T09:28:48Z,@f.obrien9945,Its like yall are forgetting about the great one Wayne Gretzky Even though hes quite old now you could bring the current generation being Connor mcdavid,"[{'label': 'surprise', 'score': 0.9953312277793884}]"
❤❤❤,[],2024-12-05T09:28:01Z,@itz_faheem_raja,,"[{'label': 'Neutral', 'score': 1.0}]"
5:37 ISWOWSPEED?!WOW,[],2024-12-05T09:27:57Z,@FffJjj-r5q,537 ISWOWSPEEDWOW,"[{'label': 'relief', 'score': 0.9918684959411621}]"
Очень класное видео,[],2024-12-05T09:27:15Z,@Сергей-ф6ь5ю,Очень класное видео,"[{'label': 'neutral', 'score': 0.9935073852539062}]"
On n'ai pas de chance pour participer à l'une de vos émissions j'ai perdu mon téléphone plusieurs fois j'aimerais bien participer un jour,[],2024-12-05T09:26:50Z,@DrissaDiallo-c9x,On nai pas de chance pour participer à lune de vos émissions jai perdu mon téléphone plusieurs fois jaimerais bien participer un jour,"[{'label': 'relief', 'score': 0.7723918557167053}]"
❤❤,[],2024-12-05T09:26:49Z,@JoyThechotbhai,,"[{'label': 'Neutral', 'score': 1.0}]"
